scg_name	percent_identity	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species	s223D_S86Sorted	s224D_S87Sorted	s225D_S88Sorted	s226D_S89Sorted	s227D_S90Sorted	s230D_S91Sorted	s232D_S92Sorted	s234D_S93Sorted	s235D_S94Sorted	s236D_S95Sorted	s237D_S9Sorted	s238D_S10Sorted	s239D_S96Sorted	s240D_S97Sorted	s241D_S98Sorted	s242D_S99Sorted	s243D_S100Sorted	s245D_S101Sorted	s246D_S102Sorted	s247D_S103Sorted	s248D_S104Sorted	s249D_S105Sorted	s250D_S106Sorted	s251D_S107Sorted	s252D_S108Sorted	s255D_S109Sorted	s256D_S110Sorted	s257D_S111Sorted	s258D_S112Sorted	s259D_S113Sorted	s260D_S114Sorted	s261D_S115Sorted	s262D_S116Sorted	s263D_S117Sorted	s264D_S118Sorted	s265D_S119Sorted	s266D_S120Sorted	s267D_S121Sorted	s268D_S122Sorted	s270D_S123Sorted	s271D_S124Sorted	s272D_S125Sorted	s273D_S126Sorted	s275D_S127Sorted	s276D_S128Sorted	s277D_S129Sorted	s278D_S130Sorted	s279D_S131Sorted	s280D_S132Sorted	s281D_S133Sorted	s282D_S134Sorted	s283D_S135Sorted	s284D_S136Sorted	s285D_S137Sorted	s286D_S138Sorted	s287D_S139Sorted	s288D_S140Sorted	s289D_S141Sorted	s290D_S142Sorted	s291D_S143Sorted	s292D_S144Sorted	s293D_S145Sorted	s294D_S146Sorted	s295D_S147Sorted	s296D_S148Sorted	s297D_S149Sorted	s298D_S150Sorted	s300D_S151Sorted	s301D_S152Sorted	s302D_S153Sorted	s303D_S154Sorted	s304D_S155Sorted	s340D_S14Sorted	s341D_S190Sorted	s342D_S191Sorted	s343D_S192Sorted	s344D_S193Sorted
masiManimba_contigs_simplified_Ribosomal_L17_3852292	100.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp900540625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.89702517162471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.54175588865097	0.3153692614770459	0.0	0.0	0.0	0.0	0.0	0.0	5.2554890219560875	0.0	1.782435129740519	9.878220140515223	3.139293139293139	0.0	0.0	0.0	0.0	0.0	0.0	2.142857142857143	136.81437125748502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1536926147704591	0.0	0.0	0.0	0.0	0.0	0.0	19.50558659217877	0.0	0.0	0.0	0.0	0.0	2.8728070175438596	0.0	0.0	0.18562874251497005	0.0	0.0	0.0	0.0
masiManimba_contigs_simplified_Ribosomal_L17_2349065	99.4	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-74	Faecivicinus	Faecivicinus sp900759005	0.0	0.0	0.0	0.0	0.0	0.9294117647058824	0.0	1.375598086124402	0.0	0.0	0.0	0.0	0.0	0.0	1.2606635071090047	0.0	0.0	2.885311871227364	0.0	0.0	1.231372549019608	1.4901960784313726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2666666666666666	0.0	0.0	7.033149171270718	0.0	1.0429799426934097	0.0	0.0	0.0	1.0647058823529412	0.7745098039215687	3.3044776119402983	0.0	0.0	0.0	1.1935483870967742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6058823529411765	0.0	0.0	1.4666666666666666	0.0	0.0	0.11960784313725491	1.2862745098039217	0.0	0.0	0.0	0.0	0.396078431372549	0.0	0.0	1.0299539170506913	3.8969298245614037
masiManimba_contigs_simplified_Ribosomal_L17_573451	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	None	9.013793103448275	1.2894736842105263	0.0	1.739766081871345	0.0	5.3391812865497075	7.920754716981132	0.0	0.0	2.538011695906433	0.0	4.236559139784946	1.4707602339181287	3.4676923076923076	1.2456140350877194	0.0	6.820083682008368	1.1637426900584795	4.640350877192983	0.3538011695906433	2.1875	1.0034013605442176	0.0	0.0	3.304093567251462	2.491228070175439	0.0	0.0	1.0029239766081872	13.285714285714286	2.144144144144144	1.4415204678362572	1.7456140350877194	11.085173501577287	0.0	2.9185185185185185	0.804093567251462	1.729032258064516	11.548042704626335	1.7416974169741697	7.1	17.58187134502924	0.0	1.7163742690058479	0.7251461988304093	21.769005847953217	1.5526315789473684	0.0	0.0	2.900735294117647	0.0	0.9532163742690059	0.7368421052631579	1.6871345029239766	0.0	0.4778481012658228	0.0	1.1900584795321638	0.0	0.0	34.13649851632047	0.0	0.0	1.9035087719298245	0.0	0.3157894736842105	10.987096774193548	7.7023809523809526	1.9444444444444444	0.47985347985347987	12.012048192771084	0.0	3.9590643274853803	0.0	0.0	1.2426900584795322	1.3897435897435897
masiManimba_contigs_simplified_Ribosomal_L17_131084	98.3	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus sp000433075	0.9770992366412213	4.68	2.8715083798882683	7.402298850574713	0.0	0.0	0.0	0.0	0.0	0.0	8.323412698412698	9.279467680608365	0.0	11.776536312849162	1.0346320346320346	0.0	2.8553299492385786	0.0	1.5791433891992552	0.0	0.0	0.0	0.0	0.0	30.928429423459246	1.404096834264432	0.0	0.9893333333333333	5.766666666666667	3.0387243735763096	1.8477366255144032	2.0726256983240225	14.899029126213593	0.633147113594041	2.347648261758691	0.0	0.0	0.9981378026070763	0.0	0.33519553072625696	0.26256983240223464	1.2476722532588453	0.0	2.13953488372093	1.2515463917525773	10.537373737373738	0.0	0.0	0.0	4.506692160611855	23.51231527093596	0.0	19.513978494623657	0.0	0.0	0.0	4.603248259860789	1.6629422718808193	26.60707635009311	0.8733705772811918	3.5176151761517613	0.0	0.0	4.979381443298969	1.0595903165735567	0.0	5.9855072463768115	0.0	4.65650406504065	15.320158102766799	0.9590316573556797	0.0	0.0	13.660117878192535	0.9143389199255121	0.0	0.7300613496932515
masiManimba_contigs_simplified_Ribosomal_L17_602123	98.2	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	None	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26608187134502925	0.0	0.0	0.0	1.1461988304093567	0.0	0.0	0.0	0.0	0.0	0.0	0.5730994152046783	0.0	0.0	0.0	0.0	0.1695906432748538	0.0	4.748538011695906	0.0	14.96774193548387	0.0	0.0	0.0	0.0	0.0	0.7660818713450293	0.0	0.0	0.5730994152046783	0.0	0.0	0.0	0.0	0.0	0.0	0.27485380116959063	0.0	0.0	0.0	0.6345029239766082	0.0	0.0	0.21052631578947367	0.13742690058479531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4473684210526316	0.0	0.0	0.0	0.0	0.0	0.0	0.2543859649122807	0.6023391812865497	0.0
masiManimba_contigs_simplified_Ribosomal_L17_2097166	100.0	Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1242	Onthoplasma	Onthoplasma sp934777435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6098039215686275	0.0	0.0	0.0	0.0	0.0	0.0	3.408284023668639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3247011952191237	1.5058823529411764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.620331950207468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1803921568627451	0.11176470588235295	0.0	0.0	1.5148514851485149	0.0	0.0	0.0	0.0	0.0	0.7941176470588235
masiManimba_contigs_simplified_Ribosomal_L17_1722383	99.4	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	None	0.0	4.383141762452107	3.4553734061930785	3.171990171990172	0.0	1.8375	0.0	1.697632058287796	1.1001821493624773	0.0	0.0	0.0	1.8351409978308026	1.6429872495446265	0.0	0.0	0.0	0.838495575221239	0.0	0.0	0.842741935483871	0.0	0.0	0.0	0.0	3.950354609929078	0.0	1.785063752276867	1.53551912568306	1.044280442804428	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.8233151183970856	3.0739130434782607	1.8311688311688312	0.9016393442622951	0.0	0.0	0.0	2.8961748633879782	1.3205828779599271	0.7668488160291439	0.0	0.8579234972677595	0.0	0.0	1.3849557522123894	0.0	0.0	0.0	0.0	0.0	0.0	0.45083932853717024	0.0	0.0	0.0	1.4804597701149425	0.0	2.1293260473588345	0.0	0.0	2.6152263374485596	0.0	0.0	0.0	0.0	0.825136612021858	0.0	0.0	0.5587529976019184	0.0
masiManimba_contigs_simplified_Ribosomal_L17_2625552	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	None	5.45945945945946	0.0	0.0	11.593684210526316	0.0	4.569832402234637	0.0	0.0	0.0	0.0	65.3875	0.43812709030100333	22.83076923076923	108.59164733178655	25.889779559118235	0.0	162.50277777777777	0.0	3.9823788546255505	4.098484848484849	3.1191806331471135	0.0	0.0	0.0	4.911161731207289	2.036281179138322	0.0	3.02048417132216	1.6350093109869646	0.0	0.0	3.4015748031496065	1.9977578475336324	1.5457227138643068	0.0	5.695150115473441	11.60932944606414	11.506944444444445	0.0	2.613882863340564	3.0558659217877095	1.5065176908752327	0.0	6.405797101449275	0.0	2.9664804469273744	15.109865470852018	0.0	14.084033613445378	0.0	0.0	0.0	1.9404096834264433	9.970660146699267	0.0	0.0	0.0	2.332627118644068	0.0	6.59009009009009	3.8528864059590315	0.0	1.5996275605214152	0.0	83.35266821345708	0.0	0.0	16.265463917525775	77.122	0.0	0.0	0.0	0.0	3.059917355371901	3.653579676674365	32.64495798319328	1.6052141527001862
masiManimba_contigs_simplified_Ribosomal_L17_3338252	91.5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	None	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.853242320819112	0.959409594095941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8135198135198136	0.0	1.6216666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
masiManimba_contigs_simplified_Ribosomal_L17_1873938	100.0	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia sp934757945	0.0	0.0	0.0	3.9326241134751774	0.0	0.0	0.0	2.553719008264463	0.0	6.490909090909091	0.0	0.0	0.0	21.991071428571427	0.0	0.0	0.0	1.2479338842975207	0.0	0.0	7.425170068027211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0606060606060606	0.0	0.0	0.0	0.0	0.0	6.984756097560975	9.019736842105264	0.0	11.082822085889571	25.215625	0.0	0.0	0.0	0.0	5.125490196078432	0.0	0.0	0.0	0.0	16.904761904761905	0.0	0.0	0.0	0.0	0.0	5.254658385093168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.573122529644269	0.0	0.0	17.112582781456954	0.0	0.0	0.0	0.0	0.0	5.247572815533981
